movie_genres,movie_id,movie_title
[ 4 14],869,Fools Rush In (1997)
[4],341,Critical Care (1997)
[ 7 16],1651,"Spanish Prisoner, The (1997)"
[7],1442,"Scarlet Letter, The (1995)"
[0 4],1183,"Cowboy Way, The (1994)"
[ 4 14],1656,Little City (1998)
[4],1206,Amos & Andrew (1993)
[ 4 14],749,"MatchMaker, The (1997)"
[7],1392,"Locusts, The (1997)"
[4 7],953,Unstrung Heroes (1995)
[4],1360,"Sexual Life of the Belgians, The (1994)"
[6],1130,Jupiter's Wife (1994)
[ 7 14],1299,Penny Serenade (1941)
[7],1045,Fearless (1993)
[ 0  1  4 12 16],21,Muppet Treasure Island (1996)
[0 1 3 8],1615,Warriors of Virtue (1997)
[16],1253,"Tie That Binds, The (1995)"
[7],1661,"New Age, The (1994)"
[5],309,Deceiver (1997)
[7],1368,Mina Tannenbaum (1994)
[6],1232,Madonna: Truth or Dare (1991)
[7],537,My Own Private Idaho (1991)
[6 7],1561,Tigrero: A Film That Was Never Made (1994)
[15 16],758,Lawnmower Man 2: Beyond Cyberspace (1996)
[3 4],623,Angels in the Outfield (1994)
[12],605,Meet Me in St. Louis (1944)
[3 4],377,Heavyweights (1994)
[ 7 16],696,City Hall (1996)
[ 7 14],727,Immortal Beloved (1994)
[ 4 14],648,"Quiet Man, The (1952)"
[4],1600,Guantanamera (1994)
[5],1235,"Big Bang Theory, The (1994)"
[7],113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
[ 0  4 19],73,Maverick (1994)
[7],1571,Touki Bouki (Journey of the Hyena) (1973)
[ 5  7 15],239,Sneakers (1992)
[ 0 13 14 16],328,Conspiracy Theory (1997)
[ 5 16],361,Incognito (1997)
[7],1421,My Crazy Life (Mi vida loca) (1993)
[7],292,Rosewood (1997)
[4 7],522,Down by Law (1986)
[0 1 7],526,Ben-Hur (1959)
[0],1228,Under Siege 2: Dark Territory (1995)
[7],215,Field of Dreams (1989)
[7],1628,Lamerica (1994)
[0 4],876,Money Talks (1997)
[10],424,Children of the Corn: The Gathering (1996)
[ 7 14 16],311,"Wings of the Dove, The (1997)"
[ 7 14],730,"Queen Margot (Reine Margot, La) (1994)"
[ 9 13 16],654,Chinatown (1974)
[ 7 10],928,"Craft, The (1996)"
[ 7 16],43,Disclosure (1994)
[10 16],788,Relative Fear (1994)
[7],632,Sophie's Choice (1982)
[10 16],406,Thinner (1996)
[ 7 18],10,Richard III (1995)
[4],1620,"Sixth Man, The (1997)"
[6],119,Maya Lin: A Strong Clear Vision (1994)
[3 4 7],8,Babe (1995)
[ 4  7 14],936,Brassed Off (1996)
[7],942,What's Love Got to Do with It (1993)
[0],779,Drop Zone (1994)
[7],1630,"Silence of the Palace, The (Saimt el Qusur) (1994)"
[10 15],84,Robert A. Heinlein's The Puppet Masters (1994)
[7],1401,M. Butterfly (1993)
[0],1087,Bloodsport 2 (1995)
[7],1391,For Ever Mozart (1996)
[4 7],1044,"Paper, The (1994)"
[4 7],1061,"Evening Star, The (1996)"
[0],1358,The Deadly Cure (1996)
[ 0 15 16],145,"Lawnmower Man, The (1992)"
[7],1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
[13 16],603,Rear Window (1954)
[4],1408,Gordy (1995)
[ 4  7 18],1204,To Be or Not to Be (1942)
[ 7 16],44,Dolores Claiborne (1994)
[7],1068,"Star Maker, The (Uomo delle stelle, L') (1995)"
[7],1667,"Next Step, The (1995)"
[7],1113,Mrs. Parker and the Vicious Circle (1994)
[ 7 16],325,Crash (1996)
[ 4 13],342,"Man Who Knew Too Little, The (1997)"
[19],646,Once Upon a Time in the West (1969)
[4],269,"Full Monty, The (1997)"
[ 4 14],354,"Wedding Singer, The (1998)"
[18],1632,Land and Freedom (Tierra y libertad) (1995)
[4],116,Cold Comfort Farm (1995)
[ 7 14],131,Breakfast at Tiffany's (1961)
[ 0 16],265,"Hunt for Red October, The (1990)"
[0 5 7],187,"Godfather: Part II, The (1974)"
[4 5],1496,Carpool (1996)
[ 0  7 13 14 16],855,Diva (1981)
[ 7 16],741,"Last Supper, The (1995)"
[19],1587,Terror in a Texas Town (1958)
[4],376,Houseguest (1994)
[6],320,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
[7],713,Othello (1995)
[4],401,"Brady Bunch Movie, The (1995)"
[7],1082,Female Perversions (1996)
[0 1],541,Mortal Kombat (1995)
[7],1449,Pather Panchali (1955)
[ 4 14],1102,Two Much (1996)
[7],1448,My Favorite Season (1993)
[6],1547,"Show, The (1995)"
[1 3],140,Homeward Bound: The Incredible Journey (1993)
[ 4 16],571,Another Stakeout (1993)
[ 7 16],678,Volcano (1997)
[ 4 12 14],451,Grease (1978)
[ 4 14],284,Tin Cup (1996)
[7],1062,Four Days in September (1997)
[4],1162,Phat Beach (1996)
[7],708,"Sex, Lies, and Videotape (1989)"
[5 7],293,Donnie Brasco (1997)
[7],1127,"Truman Show, The (1998)"
[ 4 14],764,If Lucy Fell (1996)
[7],1432,"Mighty, The (1998)"
[5],1390,"Innocent Sleep, The (1995)"
[7],650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
[7],1252,"Contempt (Mépris, Le) (1963)"
[ 7 14],275,Sense and Sensibility (1995)
[7],1599,Someone Else's America (1995)
[ 4 12 14],835,"Gay Divorcee, The (1934)"
[ 4 14],781,French Kiss (1995)
[10 16],839,Loch Ness (1995)
[7],1539,Being Human (1993)
[ 7 16],581,Kalifornia (1993)
[ 0  1  4 14],385,True Lies (1994)
[ 0 16],1673,Mirage (1995)
[4],390,Fear of a Black Hat (1993)
[0 5],1618,King of New York (1990)
[7],310,"Rainmaker, The (1997)"
[7],460,"Crossing Guard, The (1995)"
[ 0  1 15 18],271,Starship Troopers (1997)
[ 7 13 14],1129,Chungking Express (1994)
[7],1642,Some Mother's Son (1996)
[ 2  3 12],71,"Lion King, The (1994)"
[ 4 14],1048,She's the One (1996)
[3 8],548,"NeverEnding Story III, The (1994)"
[16],1248,Blink (1994)
[7],703,Widows' Peak (1994)
[3 4 7],842,Pollyanna (1960)
[ 7 13],1284,Before and After (1996)
[4],1511,Children of the Revolution (1996)
[ 4 14 16],90,So I Married an Axe Murderer (1993)
[ 4 14 18],69,Forrest Gump (1994)
[10],200,"Shining, The (1980)"
[4],1437,House Party 3 (1994)
[ 0  5 15],39,Strange Days (1995)
[ 7 13 14],1212,Flesh and Bone (1993)
[1 3],1555,"Secret Adventures of Tom Thumb, The (1993)"
[7],1355,Infinity (1996)
[3 4],94,Home Alone (1990)
[5 7],76,Carlito's Way (1993)
[7],160,Glengarry Glen Ross (1992)
[ 4 14],739,Pretty Woman (1990)
[16],466,Red Rock West (1992)
[7],1554,Safe Passage (1994)
[14 16],1679,B. Monkey (1998)
[0],1303,"Getaway, The (1994)"
[7],888,One Night Stand (1997)
[10],441,"Amityville Horror, The (1979)"
[0 7],1646,Men With Guns (1997)
[4],367,Clueless (1995)
[7],64,"Shawshank Redemption, The (1994)"
[7],1263,Foxfire (1996)
[4],1118,Up in Smoke (1978)
[7],1466,Margaret's Museum (1995)
[0 5 7],127,"Godfather, The (1972)"
[4 7],1633,Á köldum klaka (Cold Fever) (1994)
[4],1489,Chasers (1994)
[ 5 16],12,"Usual Suspects, The (1995)"
[ 4 18],502,Bananas (1971)
[14],1353,1-900 (1994)
[7],1276,Sunset Park (1996)
[6],1128,Heidi Fleiss: Hollywood Madam (1995) 
[3 4],225,101 Dalmatians (1996)
[4],372,Jeffrey (1995)
[7],534,Traveller (1997)
[ 7 14],794,It Could Happen to You (1994)
[4 7],150,Swingers (1996)
[ 4  7 14],731,"Corrina, Corrina (1994)"
[ 0  1 16],1016,Con Air (1997)
[7],221,Breaking the Waves (1996)
[ 4 14],514,Annie Hall (1977)
[ 0  1  3  8 15],755,Jumanji (1995)
[4],338,Bean (1997)
[ 0  1 15 16],831,Escape from L.A. (1996)
[4 7],1237,Twisted (1996)
[ 7 16],223,Sling Blade (1996)
[7],1086,It's My Party (1995)
[16],1579,Baton Rouge (1988)
[7],86,"Remains of the Day, The (1993)"
[10],567,Wes Craven's New Nightmare (1994)
[4 7],1197,"Family Thing, A (1996)"
[ 4 15],1472,"Visitors, The (Visiteurs, Les) (1993)"
[ 7 14],643,The Innocent (1994)
[6],360,Wonderland (1997)
[ 3  4 13],1003,That Darn Cat! (1997)
[ 4 14],274,Sabrina (1995)
[1 3 8],951,"Indian in the Cupboard, The (1995)"
[7],126,"Spitfire Grill, The (1996)"
[3 7],416,Old Yeller (1957)
[6],701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)"
[ 0 16],281,"River Wild, The (1994)"
[ 0 14 16],751,Tomorrow Never Dies (1997)
[4],722,Nine Months (1995)
[6],1318,Catwalk (1995)
[ 0 15],1215,Barb Wire (1996)
[6],644,"Thin Blue Line, The (1988)"
[7],378,Miracle on 34th Street (1994)
[1 3],622,Swiss Family Robinson (1960)
[ 0  1  5 16],802,Hard Target (1993)
[7],1517,Race the Sun (1996)
[4],1435,"Steal Big, Steal Little (1995)"
[4 7],856,Night on Earth (1991)
[15 16],1274,Robocop 3 (1993)
[ 0 16],841,"Glimmer Man, The (1996)"
[7],1675,"Sunchaser, The (1996)"
[7],1227,"Awfully Big Adventure, An (1995)"
[ 3  4 19],415,"Apple Dumpling Gang, The (1975)"
[14],966,"Affair to Remember, An (1957)"
[4],913,Love and Death on Long Island (1997)
[4],410,Kingpin (1996)
[4 7],93,Welcome to the Dollhouse (1995)
[4 7],409,Jack (1996)
[0],599,Police Story 4: Project S (Chao ji ji hua) (1993)
[7],1017,Trees Lounge (1996)
[7],1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)"
[ 0 13 15 16],260,Event Horizon (1997)
[ 7 14],875,She's So Lovely (1997)
[ 0 16],1595,Shopping (1994)
[ 5  9 13],611,Laura (1944)
[ 7 14],1132,Feeling Minnesota (1996)
[ 4 14],535,Addicted to Love (1997)
[ 4  5 10],396,Serial Mom (1994)
[ 0 15],250,"Fifth Element, The (1997)"
[ 0  4 19],435,Butch Cassidy and the Sundance Kid (1969)
[0 1],1034,"Quest, The (1996)"
[4],893,For Richer or Poorer (1997)
[4],369,Black Sheep (1996)
[10],706,Bad Moon (1996)
[ 0  1 16],982,Maximum Risk (1996)
[16],3,Four Rooms (1995)
[ 0  1 15 16],252,"Lost World: Jurassic Park, The (1997)"
[4],1490,Fausto (1993)
[ 0  1 15],450,Star Trek V: The Final Frontier (1989)
[5 7],628,Sleepers (1996)
[5],1187,Switchblade Sisters (1975)
[16],1601,Office Killer (1997)
[ 7 14],949,How to Make an American Quilt (1995)
[7],1381,Losing Chase (1996)
[ 7 18],471,Courage Under Fire (1996)
[ 0 16],323,Dante's Peak (1997)
[ 0  7 16 18],245,"Devil's Own, The (1997)"
[ 4 12 14],319,Everyone Says I Love You (1996)
[ 4 10],208,Young Frankenstein (1974)
[4 5],1534,Twin Town (1997)
[4],1287,Ed (1996)
[4],957,Pushing Hands (1992)
[7],1148,Tom & Viv (1994)
[4],663,Being There (1979)
[ 7 13],191,Amadeus (1984)
[7],149,Jude (1996)
[14],1394,Swept from the Sea (1997)
[7],1427,Drunks (1995)
[ 0 15 16],825,"Arrival, The (1996)"
[7],1136,Ghosts of Mississippi (1996)
[7],1676,"War at Home, The (1996)"
[ 0  1 16],1105,Firestorm (1998)
[7],1168,Little Buddha (1993)
[4],818,Girl 6 (1996)
[16],1522,Trial by Jury (1994)
[ 7 14],740,Jane Eyre (1996)
[4],1291,Celtic Pride (1996)
[7],1417,"Turning, The (1992)"
[ 7 18],190,Henry V (1989)
[ 0 14 16],568,Speed (1994)
[ 0  1  3 15],398,Super Mario Bros. (1993)
[14],1340,"Crude Oasis, The (1995)"
[7],1440,Above the Rim (1994)
[7],868,Hearts and Minds (1996)
[13 16],1042,Just Cause (1995)
[4],1507,Three Lives and Only One Death (1996)
[ 5 16],583,Romeo Is Bleeding (1993)
[ 7 14],704,"House of the Spirits, The (1993)"
[0 3],374,Mighty Morphin Power Rangers: The Movie (1995)
[4 7],47,Ed Wood (1994)
[ 0 16],226,Die Hard 2 (1990)
[ 0  7 16],1491,Tough and Deadly (1995)
[7],1623,"Cérémonie, La (1995)"
[3 4],932,First Kid (1996)
[ 4 14],873,Picture Perfect (1997)
[7],506,Rebel Without a Cause (1955)
[ 4 14],785,Only You (1994)
[ 0  1 15],449,Star Trek: The Motion Picture (1979)
[10],666,Blood For Dracula (Andy Warhol's Dracula) (1974)
[4],745,"Ruling Class, The (1972)"
[ 0  1 19],562,"Quick and the Dead, The (1995)"
[4],995,"Kiss Me, Guido (1997)"
[7],58,Quiz Show (1994)
[ 4 12],352,Spice World (1997)
[ 3  7  8 15],423,E.T. the Extra-Terrestrial (1982)
[4],1120,I'm Not Rappaport (1996)
[ 4 14],1385,Roseanna's Grave (For Roseanna) (1997)
[7],1551,"Glass Shield, The (1994)"
[7],1506,Nelly & Monsieur Arnaud (1995)
[ 4 14],1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"
[4],1668,Wedding Bell Blues (1996)
[7],1338,Two Deaths (1995)
[16],1038,Switchback (1997)
[13 14 16],608,Spellbound (1945)
[0],1244,Metro (1997)
[ 4 10],859,April Fool's Day (1986)
[13 16],322,Murder at 1600 (1997)
[ 0  7 18],651,Glory (1989)
[0 7],1433,Men of Means (1998)
[9],1476,Raw Deal (1948)
[ 7 16],963,Some Folks Call It a Sling Blade (1993)
[7],956,Nobody's Fool (1994)
[ 1  2  3 12],1091,Pete's Dragon (1977)
[ 0 10 15],343,Alien: Resurrection (1997)
[7],1607,Hurricane Streets (1998)
[0 4],1181,"Low Down Dirty Shame, A (1994)"
[7],1384,Squeeze (1996)
[7],1397,Of Human Bondage (1934)
[4 7],1557,Yankee Zulu (1994)
[7],606,All About Eve (1950)
[4],746,Real Genius (1985)
[7],1640,"Eighth Day, The (1996)"
[14 16],607,Rebecca (1940)
[7],1146,Calendar Girl (1993)
[13],493,"Thin Man, The (1934)"
[ 4  7 14],775,Something to Talk About (1995)
[7],1467,"Saint of Fort Washington, The (1993)"
[ 1  3  8 15],141,"20,000 Leagues Under the Sea (1954)"
[5 7],911,Twilight (1998)
[ 4 14],81,"Hudsucker Proxy, The (1994)"
[7],934,"Preacher's Wife, The (1996)"
[7],1223,King of the Hill (1993)
[7],458,Nixon (1995)
[ 0 15],797,Timecop (1994)
[15 16],38,"Net, The (1995)"
[10],438,Amityville 3-D (1983)
[4 7],1296,Indian Summer (1996)
[0 4 5 7],1138,Best Men (1997)
[14],1387,Fall (1997)
[7],1282,"Grass Harp, The (1995)"
[7],527,Gandhi (1982)
[0],798,Bad Company (1995)
[ 0 16],1393,Stag (1997)
[7],1123,"Last Time I Saw Paris, The (1954)"
[3 4 8],1336,Kazaam (1996)
[14],1262,Walking and Talking (1996)
[4],384,Naked Gun 33 1/3: The Final Insult (1994)
[ 7 14],955,Before Sunrise (1995)
[ 0 13 16],830,Power 98 (1995)
[1],519,"Treasure of the Sierra Madre, The (1948)"
[10],777,Castle Freak (1995)
[4 7],1339,Stefano Quantestorie (1993)
[ 0  7 19],840,Last Man Standing (1996)
[10],1573,Spirits of the Dead (Tre passi nel delirio) (1968)
[4],1611,Intimate Relations (1996)
[16],1125,"Innocents, The (1961)"
[4],824,"Great White Hype, The (1996)"
[7],1354,Venice/Venice (1992)
[18],593,Stalingrad (1993)
